ID,Item Number,Item Name,UNIT,CATEGORY,REORDERQTY,Average Unit Cost,Regular Price,WHOLESALE,TAXRATE,TAX GROUP,LOCATION,qty,Item Type,Item Description,shelf,supplier
1,6441,BRAND,PC,ELECTRONICS,0,700,0,0,16,B,Main Shop,100,inventory,,,
2,6463,HP 340 g1 abcd CASING,PC,ELECTRONICS,0,7460,12000,0,16,B,Main Shop,100,inventory,,,
3,6474,HP 820 G1 FAN,PC,ELECTRONICS,0,640,1500,0,16,B,Main Shop,100,inventory,,,
4,6494,500GB TOSHIBA HD EXTERNAL,PC,ELECTRONICS,0,5000,0,0,16,B,Main Shop,100,inventory,,,
5,6503,RJ II BRIDGE,PC,ELECTRONICS,0,100,0,0,16,B,Main Shop,100,inventory,,,
6,6507,DELL 15-5447 internal BATTER,PC,ELECTRONICS,0,1851,3500,0,16,B,Main Shop,100,inventory,DELL 15-5447 14-5447 15-5445 15-5547 TRHFF  internal BATTERY,,
7,3685,dell e6420 vga circuit,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
8,4565,Lenovo 19.5V 7.7a 6.3*3.0,PC,ELECTRONICS,0,2504.72222,4500,0,16,B,Main Shop,100,inventory,6.3*3.0,,
9,4929,Hard disk Docking station,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,docking station,,
10,4573,10m Hdmi TO HDMI,PC,ELECTRONICS,0,963.33333,2000,0,16,B,Main Shop,100,inventory,,,
11,4930,8gb ddr3 pc3L 12800 LAPTOP,PC,ELECTRONICS,0,1500,2500,0,16,B,Main Shop,100,inventory,8GB DDR3 PC3L 12800 LAPTOP,,
12,4568,Male XLR jack,PC,ELECTRONICS,0,200,800,0,16,B,Main Shop,100,inventory,male xlr connector,,
13,1777,samsung np900 i5 motherboard,PC,ELECTRONICS,0,24000,22000,0,16,B,Main Shop,100,inventory,,,
14,1768,toshiba p505 motherboard,PC,ELECTRONICS,0,6000,9000,0,16,B,Main Shop,100,inventory,,,
15,4569,3.5mm Mini Stereo,PC,ELECTRONICS,0,45,200,0,16,B,Main Shop,100,inventory,Male 3.5mm Mini Stereo,,
16,1753,sony pcg 61211t pm,PC,ELECTRONICS,0,13500,12000,0,16,B,Main Shop,100,inventory,,,
17,4570,USB Extender 10m Cable,PC,ELECTRONICS,0,600,1000,0,16,B,Main Shop,100,inventory,USB Extender 10m Cable,,
18,1775,hp g4 1000 motherboard,PC,ELECTRONICS,0,5573.33333,7500,0,16,B,Main Shop,100,inventory,"g6-1000 , g7 - 1000",,
19,4571,10M Vga male to Female cable,PC,ELECTRONICS,0,400,1000,0,16,B,Main Shop,100,inventory,10M Vga male to Female cable,,
20,1770,acer 5230 motherboard,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
21,3658,hdmi splitter,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
22,4572,Universal Power Extension Cable,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Universal port Power Extension Cable,,
23,1755,toshiba c660 hm55 motherboard,PC,ELECTRONICS,0,8000,15000,0,16,B,Main Shop,100,inventory,i5 double,,
24,1756,toshiba c660 hm65 motherboard,PC,ELECTRONICS,0,8000,15000,0,16,B,Main Shop,100,inventory,i5 single,,
25,1752,Software upgrade,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Software upgrade,,
26,4931,4GB DDR3 PC3L 12800 LAPTOP,PC,ELECTRONICS,0,478.63662,1500,0,16,B,Main Shop,100,inventory,4GB DDR3 PC3L 12800 LAPTOP,,
27,1757,hp probook 6555 i5 motherboard,PC,ELECTRONICS,0,10000,9000,0,16,B,Main Shop,100,inventory,,,
28,1758,acer e1-531 motherboard,PC,ELECTRONICS,0,5591.625,9000,0,16,B,Main Shop,100,inventory,"E1 , 531 GM ,",,
29,1759,hp 450 g2 I5 motherboard,PC,ELECTRONICS,0,12620,19000,0,16,B,Main Shop,100,inventory,,,
30,4932,4GB DDR3 PC3 8500 LAPTOP,PC,ELECTRONICS,0,1700,3000,0,16,B,Main Shop,100,inventory,PC3 8500 LAPTOP,,
31,1760,hp pavilion 15 green motherboar,PC,ELECTRONICS,0,18000,18000,0,16,B,Main Shop,100,inventory,,,
32,4933,4GB DDR3 PC3 12800 LAPTOP,PC,ELECTRONICS,0,1500,3000,0,16,B,Main Shop,100,inventory,4GB DDR3 PC3 12800,,
33,1761,lenovo g580 green motherboard,PC,ELECTRONICS,0,7000,12000,0,16,B,Main Shop,100,inventory,,,
34,4934,2GB DDR2 PC 6400 LAPTOP,PC,ELECTRONICS,0,190.91428,1000,0,16,B,Main Shop,100,inventory,2GB PC 6400,,
35,1762,hp dv7 4000 i7 PM motherboard,PC,ELECTRONICS,0,12000,9000,0,16,B,Main Shop,100,inventory,,,
36,4935,8GB DDR3 PC3 12800 LAPTOP,PC,ELECTRONICS,0,1700,3500,0,16,B,Main Shop,100,inventory,,,
37,1763,hp pavilion 14 motherboard,PC,ELECTRONICS,0,18000,15000,0,16,B,Main Shop,100,inventory,,,
38,4631,HP 4740 Keyboard,PC,ELECTRONICS,0,1500,2000,0,16,B,Main Shop,100,inventory,4740,,
39,4936,hp folio 9470 battery,PC,ELECTRONICS,0,2500,5500,0,16,B,Main Shop,100,inventory,,,
40,1764,toshiba l500 motherboard,PC,ELECTRONICS,0,2000,7500,0,16,B,Main Shop,100,inventory,,,
41,4632,hp PAVILION 15 ab Keyboard,PC,ELECTRONICS,0,468.66666,2000,0,16,B,Main Shop,100,inventory,hp 15,,
42,4937,hp 820 g2 battery,PC,ELECTRONICS,0,3500,5000,0,16,B,Main Shop,100,inventory,,,
43,1765,toshiba tecra r900 motherboard,PC,ELECTRONICS,0,15000,12000,0,16,B,Main Shop,100,inventory,,,
44,4938,hp 840 g1 ORIG battery,PC,ELECTRONICS,0,1685.4132,3500,0,16,B,Main Shop,100,inventory,CM03,,
45,1766,toshiba tecra m11 motherboard,PC,ELECTRONICS,0,6500,11000,0,16,B,Main Shop,100,inventory,,,
46,1767,dell d820 duo motherboard,PC,ELECTRONICS,0,9000,7500,0,16,B,Main Shop,100,inventory,,,
47,1769,acer v5 123 amd motherboard,PC,ELECTRONICS,0,10000,7500,0,16,B,Main Shop,100,inventory,,,
48,120144,HP MINI 110 KEYBOARD,PC,ELECTRONICS,0,570.97403,1800,0,16,B,Main Shop,100,inventory,MINI HP 110-1046N,,
49,1773,acer d255 motherboard,PC,ELECTRONICS,0,2250,6000,0,16,B,Main Shop,100,inventory,,,
50,1776,hp 350 g1 i5 ONB motherboard,PC,ELECTRONICS,0,22000,20000,0,16,B,Main Shop,100,inventory,,,
51,1751,y splitter cable,PC,ELECTRONICS,0,300,400,0,16,B,Main Shop,100,inventory,y-splitter,,
52,856,HP 8460P BATTERY,PC,ELECTRONICS,0,1850,2500,0,16,B,Main Shop,100,inventory,"8470P , 6360B ,",,
53,1772,dell e4300 co i3 motherboard,PC,ELECTRONICS,0,0,7000,0,16,B,Main Shop,100,inventory,onboard i3,,
54,1771,toshiba c50 green motherboard,PC,ELECTRONICS,0,19000,18000,0,16,B,Main Shop,100,inventory,,,
55,4633,Acer V3 571 Keyboard,PC,ELECTRONICS,0,1500,1800,0,16,B,Main Shop,100,inventory,"v3 571 , 5755 / 5830 , P255",,
56,4939,data recovery,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
57,4634,Victoria Tourist 6109 GREY,PC,ELECTRONICS,0,1242,2000,0,16,B,Main Shop,100,inventory,,,
58,4636,SWIZZGEAR HEADPHONE 770 blue,PC,ELECTRONICS,0,1100,2500,0,16,B,Main Shop,100,inventory,770 BLUE,,
59,4637,Desktop Cpu Ex-uk,PC,ELECTRONICS,0,10500,0,0,16,B,Main Shop,100,inventory,Ex-uk cpu,,
60,4940,B156XTK01.0,PC,ELECTRONICS,0,6345,10000,0,16,B,Main Shop,100,inventory,15.6 slim touch,,
61,4638,HP Folio 9470 Keyboard,PC,ELECTRONICS,0,910.71616,1800,0,16,B,Main Shop,100,inventory,9470m keyboard,,
62,4639,"sony 13.1"" screen",PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,13.1 sony,,
63,4641,lenovo s400 keyboard,PC,ELECTRONICS,0,649,1500,0,16,B,Main Shop,100,inventory,s400 s300 s405 s410 s415,,
64,4642,dell e5440 - 6 battery,PC,ELECTRONICS,0,2200,3500,0,16,B,Main Shop,100,inventory,e5440-6 battery,,
65,4645,hp 500 battery,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,hp 500 battery,,
66,1536,swiss gear 215 grey,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,215 swiss gear grey,,
67,4646,asus x200AC keyboard,PC,ELECTRONICS,0,609.03704,1500,0,16,B,Main Shop,100,inventory,asus x200 keyboard,,
68,4647,1tb wd external hdd,PC,ELECTRONICS,0,5500,7500,0,16,B,Main Shop,100,inventory,1tb wd hard disk,,
69,4648,microsoft q46 adapter,PC,ELECTRONICS,0,934.05,2500,0,16,B,Main Shop,100,inventory,mi q46 adapter,,
70,1815,hp cq62 pm motherboard,PC,ELECTRONICS,0,3150,10000,0,16,B,Main Shop,100,inventory,,,
71,1832,acer umo9b7c battery,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,,,
72,1816,hp cq62 gm motherboard,PC,ELECTRONICS,0,4000,8500,0,16,B,Main Shop,100,inventory,,,
73,1834,gateway w350 battery,PC,ELECTRONICS,0,800,2500,0,16,B,Main Shop,100,inventory,,,
74,1818,hp envy15 gm motherboard,PC,ELECTRONICS,0,5600,12000,0,16,B,Main Shop,100,inventory,envy 4,,
75,1835,toshiba 3615 battery,PC,ELECTRONICS,0,1047.33333,2500,0,16,B,Main Shop,100,inventory,,,
76,1794,swissgear #810 bag,PC,ELECTRONICS,0,1500,1800,0,16,B,Main Shop,100,inventory,,,
77,1044,ASUS 19V 3.42A,PC,ELECTRONICS,0,466,800,0,16,B,Main Shop,100,inventory,,,
78,107,11.6 slim 30 PIN up & down,PC,ELECTRONICS,0,3174.86309,5000,0,16,B,Main Shop,100,inventory,SCREENS,,
79,1781,asus k56 battery,PC,ELECTRONICS,0,1546.96079,2500,0,16,B,Main Shop,100,inventory,,,
80,1779,Asus 19v 2.37a,PC,ELECTRONICS,0,817.95,1500,0,16,B,Main Shop,100,inventory,4.0,,
81,1788,hp cq42 fan,PC,ELECTRONICS,0,312.16667,1000,0,16,B,Main Shop,100,inventory,,,
82,1808,10.1 tablet screen,PC,ELECTRONICS,0,8500,0,0,16,B,Main Shop,100,inventory,10.1 tablet screen,,
83,1809,7.0 tablet screen,PC,ELECTRONICS,0,0,5000,0,16,B,Main Shop,100,inventory,7.0 tablet screen,,
84,1789,hp dv6 6000 fan,PC,ELECTRONICS,0,473.23052,1000,0,16,B,Main Shop,100,inventory,,,
85,1790,hp 4520s fan,PC,ELECTRONICS,0,330,1000,0,16,B,Main Shop,100,inventory,,,
86,1797,split 13.3 x2 SCREEN,PC,ELECTRONICS,0,7500,0,0,16,B,Main Shop,100,inventory,LTN133HL01 - 301,,
87,315,HP 18.5V 3.5  big,PC,ELECTRONICS,0,573.84607,800,0,16,B,Main Shop,100,inventory,HP,,
88,320,HP 19.5V 3.33a blue pin,PC,ELECTRONICS,0,568.54806,1000,0,16,B,Main Shop,100,inventory,HP,,
89,121,13.3 slim 40 pin SIDE,PC,ELECTRONICS,0,2647.5,5000,0,16,B,Main Shop,100,inventory,"13.3 slim LTN133AT16 / N133BGE-L31 , 13.3 SLIM 40 PIN",,
90,138,15.6 SLIM 30 PIN,PC,ELECTRONICS,0,3977.36417,5500,0,16,B,Main Shop,100,inventory,"15.6 small slim N156BGE-E41
 NT156WHM-N12 N156BGE-E41",,
91,538,targus orange,PC,ELECTRONICS,0,0,1500,0,16,B,Main Shop,100,inventory,BAGS,,
92,5433,Usb Extender 3 metres,PC,ELECTRONICS,0,300,600,0,16,B,Main Shop,100,inventory,3 m usb extender,,
93,5434,Samsung Flat screen TV 32 inch,PC,ELECTRONICS,0,24700,0,0,16,B,Main Shop,100,inventory,samsung 32 inch Tv,,
94,5435,5 port d-link,PC,ELECTRONICS,0,850,1500,0,16,B,Main Shop,100,inventory,,,
95,5442,dell n5030 motherboard,PC,ELECTRONICS,0,4000,8000,0,16,B,Main Shop,100,inventory,,,
96,5462,Apple Magic Mouse,PC,ELECTRONICS,0,11000,12000,0,16,B,Main Shop,100,inventory,mac book mouse,,
97,5463,Samsung 530u battery,PC,ELECTRONICS,0,4000,7500,0,16,B,Main Shop,100,inventory,internal  battery,,
98,5468,Logitech c525 webcam,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
99,5436,ADAPTER 24V 3A,PC,ELECTRONICS,0,800,1500,0,16,B,Main Shop,100,inventory,,,
100,5441,wireless earphone,PC,ELECTRONICS,0,600,1000,0,16,B,Main Shop,100,inventory,sport,,
101,5443,HP PAVILION 15-E MOTHERBOARD,PC,ELECTRONICS,0,15000,16000,0,16,B,Main Shop,100,inventory,,,
102,5464,wifi booster,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
103,5469,TOSHIBA 3784 BATTERY,PC,ELECTRONICS,0,1141,2000,0,16,B,Main Shop,100,inventory,,,
104,5472,asus x200CA battery,PC,ELECTRONICS,0,1077.11472,2500,0,16,B,Main Shop,100,inventory,asus x200 battery,,
105,5489,Acer E1-571 motherboard,PC,ELECTRONICS,0,6400,13500,0,16,B,Main Shop,100,inventory,Acer E1-571 motherboard,,
106,5506,ASUS S200E TOUCH,PC,ELECTRONICS,0,1610,7500,0,16,B,Main Shop,100,inventory,,,
107,1389,HP M6 - 1125DX KEYBOARD,PC,ELECTRONICS,0,1060.37037,1800,0,16,B,Main Shop,100,inventory,,,
108,199,DELL E6320 BATTERY,PC,ELECTRONICS,0,1818.33333,3000,0,16,B,Main Shop,100,inventory,,,
109,280,SHIPPING COST,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,"PARCEL CHARGES, DELIVERY , SHIPPING , SHIPPING COST",,
110,473,display port  TO HDMI,PC,ELECTRONICS,0,206.37481,800,0,16,B,Main Shop,100,inventory,,,
111,484,SERVICE,PC,ELECTRONICS,0,2000,0,0,16,B,Main Shop,100,inventory,,,
112,6442,DUST COVER,PC,ELECTRONICS,0,1500,0,0,16,B,Main Shop,100,inventory,,,
113,6464,HP 2170P COI5 MOTHERBOARD,PC,ELECTRONICS,0,7460,12000,0,16,B,Main Shop,100,inventory,,,
114,6475,DELL E6320 ORIG BATTERY,PC,ELECTRONICS,0,1669.28788,3500,0,16,B,Main Shop,100,inventory,,,
115,6495,HP 9470 CORE I5 MOTHERBOARD,PC,ELECTRONICS,0,9305,18000,0,16,B,Main Shop,100,inventory,,,
116,6504,DELL M4600 /6600 BATTERY,PC,ELECTRONICS,0,3500,8000,0,16,B,Main Shop,100,inventory,,,
117,6508,Epson eb-x41 projector,PC,ELECTRONICS,0,48720,0,0,16,B,Main Shop,100,inventory,eb x41 projector,,
118,6443,R,PC,ELECTRONICS,0,4500,0,0,16,B,Main Shop,100,inventory,,,
119,6465,Asus TP300L Battey,PC,ELECTRONICS,0,2312,6000,0,16,B,Main Shop,100,inventory,,,
120,6476,dell e6420 6 cell ORIG BATTERY,PC,ELECTRONICS,0,2155.86647,3500,0,16,B,Main Shop,100,inventory,,,
121,6496,FOLIO 9470 DATA CABLE,PC,ELECTRONICS,0,1000,5000,0,16,B,Main Shop,100,inventory,,,
122,6505,HP NX7400 /NC8230 BATTERY,PC,ELECTRONICS,0,1165.53846,2500,0,16,B,Main Shop,100,inventory,,,
123,6509,DELL e4200 battery,PC,ELECTRONICS,0,1602,3000,0,16,B,Main Shop,100,inventory,,,
124,6513,2.5 IDE CASING,PC,ELECTRONICS,0,500,800,0,16,B,Main Shop,100,inventory,,,
125,1822,hp 2710 battery,PC,ELECTRONICS,0,2000,3500,0,16,B,Main Shop,100,inventory,2170,,
126,18406,screen replacement,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
127,1798,hp envy 15P touch screen,PC,ELECTRONICS,0,4500,7500,0,16,B,Main Shop,100,inventory,hp envy15 touch screen,,
128,1825,hp 4740s battery,PC,ELECTRONICS,0,1800,2500,0,16,B,Main Shop,100,inventory,,,
129,1799,screen 13.1 sony,PC,ELECTRONICS,0,4328.66667,6000,0,16,B,Main Shop,100,inventory,screen 13.1 sony,,
130,1811,dell 2100 battery,PC,ELECTRONICS,0,933.9893,2520,0,16,B,Main Shop,100,inventory,dell 2100,,
131,1826,lenovo e30 battery,PC,ELECTRONICS,0,1082,2500,0,16,B,Main Shop,100,inventory,,,
132,1800,swissgear headphone 770 grey,PC,ELECTRONICS,0,0,2500,0,16,B,Main Shop,100,inventory,770 grey,,
133,1827,dell v5480 battery,PC,ELECTRONICS,0,2000,4000,0,16,B,Main Shop,100,inventory,,,
134,1828,asus k93 battery,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,,,
135,1795,lg x120 keyboard,PC,ELECTRONICS,0,1080.16,2500,0,16,B,Main Shop,100,inventory,LG X130,,
136,1829,sony bps22 battery,PC,ELECTRONICS,0,3500,4000,0,16,B,Main Shop,100,inventory,,,
137,1819,lenovo b50 battery,PC,ELECTRONICS,0,2000,3500,0,16,B,Main Shop,100,inventory,,,
138,1831,hp db90 battery,PC,ELECTRONICS,0,1020.85714,2500,0,16,B,Main Shop,100,inventory,"HP 4410 , hpdb90",,
139,1780,apple a1189 battery,PC,ELECTRONICS,0,1200,3500,0,16,B,Main Shop,100,inventory,,,
140,5432,wall mount tv stand,PC,ELECTRONICS,0,1200,0,0,16,B,Main Shop,100,inventory,wallmount stand for tv,,
141,5437,LENOVO G400 KEYBOARD,PC,ELECTRONICS,0,486,1500,0,16,B,Main Shop,100,inventory,,,
142,5444,DELL 1545 CASING A & B CASING,PC,ELECTRONICS,0,2000,5000,0,16,B,Main Shop,100,inventory,8,,
143,5465,TFT 24'',PC,ELECTRONICS,0,11000,0,0,16,B,Main Shop,100,inventory,,,
144,5490,HP PROTECTSMART 15,PC,ELECTRONICS,0,640,2000,0,16,B,Main Shop,100,inventory,,,
145,1784,y320A 32000mAH,PC,ELECTRONICS,0,4800,7500,0,16,B,Main Shop,100,inventory,"32000 MAH , LAPTOP POWER BANK",,
146,1785,y8f - 300 BLACK 30000mAH,PC,ELECTRONICS,0,1500,3500,0,16,B,Main Shop,100,inventory,30000 MAH,,
147,1787,acer v3 471 keyboard,PC,ELECTRONICS,0,535,1800,0,16,B,Main Shop,100,inventory,"ACER ASPIRE E1 - 420 , P245 ,4755",,
148,1837,Phone repair,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Phone repair,,
149,1782,toshiba 3420 battery,PC,ELECTRONICS,0,1401.28571,2500,0,16,B,Main Shop,100,inventory,"PA3420U , 3450, 3506 , SATELITE L10 , L20 , L30 , L35",,
150,1814,hp cq 57  hm65 GM motherboard,PC,ELECTRONICS,0,4066.21428,7500,0,16,B,Main Shop,100,inventory,,,
151,1805,hp pavilion 15 fan,PC,ELECTRONICS,0,500,1000,0,16,B,Main Shop,100,inventory,,,
152,120162,LENOVO B570 KEYBOARD,PC,ELECTRONICS,0,548.47416,1800,0,16,B,Main Shop,100,inventory,"B590 ,",,
153,1838,usb power adapter,PC,ELECTRONICS,0,1000,100,0,16,B,Main Shop,100,inventory,,,
154,1810,toshiba c660 fan,PC,ELECTRONICS,0,348.46154,1000,0,16,B,Main Shop,100,inventory,,,
155,1069,TP LINK TL - WN725N USB,PC,ELECTRONICS,0,700,1000,0,16,B,Main Shop,100,inventory,TL - WN725N,,
156,1792,lg b220 mobile phone,PC,ELECTRONICS,0,1000,1500,0,16,B,Main Shop,100,inventory,lg b220,,
157,1848,ASAP 14.85V 3.05A 5PIN NEW,PC,ELECTRONICS,0,1500,3000,0,16,B,Main Shop,100,inventory,,,
158,11057,200gb sec,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,seagate,,
159,1849,ASUS 19V 1.75a 4.0 1.35,PC,ELECTRONICS,0,700,1500,0,16,B,Main Shop,100,inventory,4.0 X 1.35,,
160,1850,asus 19v 1.75a 3.0 1.0,PC,ELECTRONICS,0,669,3000,0,16,B,Main Shop,100,inventory,3.0 X1.0,,
161,1851,HP 19.5V 2.31A,PC,ELECTRONICS,0,800,1500,0,16,B,Main Shop,100,inventory,,,
162,4851,toshiba c50 coi5 motherboard,PC,ELECTRONICS,0,7000,15000,0,16,B,Main Shop,100,inventory,,,
163,4852,hp envy 15 J fan,PC,ELECTRONICS,0,399.76191,1000,0,16,B,Main Shop,100,inventory,,,
164,1852,out door cable cat 6,PC,ELECTRONICS,0,10000,0,0,16,B,Main Shop,100,inventory,outdoor cable cat6,,
165,4942,hp 4420s keyboard,PC,ELECTRONICS,0,878,1800,0,16,B,Main Shop,100,inventory,,,
166,4853,dell n5110 daughterboard,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,,,
167,4943,HP G4 4LINE FAN,PC,ELECTRONICS,0,544.6542,1000,0,16,B,Main Shop,100,inventory,,,
168,4854,dell E5520 MOTHERBOARD,PC,ELECTRONICS,0,17000,15000,0,16,B,Main Shop,100,inventory,,,
169,4944,HP DM4 FAN,PC,ELECTRONICS,0,558.69213,1000,0,16,B,Main Shop,100,inventory,,,
170,4945,TOSHIBA C850 FAN,PC,ELECTRONICS,0,365,1000,0,16,B,Main Shop,100,inventory,,,
171,1853,desktop core i5,PC,ELECTRONICS,0,10000,0,0,16,B,Main Shop,100,inventory,,,
172,4855,DELL 15 - 3000 COI3 MOTHERBOARD,PC,ELECTRONICS,0,10348.33333,14000,0,16,B,Main Shop,100,inventory,,,
173,4946,LENOVO T420 FAN,PC,ELECTRONICS,0,580,2500,0,16,B,Main Shop,100,inventory,,,
174,4856,HP 4540S C SHELL,PC,ELECTRONICS,0,3500,7000,0,16,B,Main Shop,100,inventory,PROOBOOK 4540S C CASING,,
175,1791,gsm wireless phone,PC,ELECTRONICS,0,2629.5858,3800,0,16,B,Main Shop,100,inventory,,,
176,4857,HP ELITEBOOK 2530P MOTHERBOARD,PC,ELECTRONICS,0,9500,7500,0,16,B,Main Shop,100,inventory,,,
177,4947,ACER 5736 FAN,PC,ELECTRONICS,0,400,1000,0,16,B,Main Shop,100,inventory,,,
178,4858,HP FOLIO 13 USB PORTS,PC,ELECTRONICS,0,2000,2500,0,16,B,Main Shop,100,inventory,,,
179,4867,usb 2.0 uga adapter,PC,ELECTRONICS,0,2230.10204,3500,0,16,B,Main Shop,100,inventory,usb 2.0 uga multi display adapter,,
180,4859,HP 4340 FAN,PC,ELECTRONICS,0,633.05403,1000,0,16,B,Main Shop,100,inventory,PROBOOK 4340S,,
181,4948,ACER 5735 FAN,PC,ELECTRONICS,0,333,1000,0,16,B,Main Shop,100,inventory,,,
182,4860,ACER 5349 FAN,PC,ELECTRONICS,0,397,1000,0,16,B,Main Shop,100,inventory,,,
183,1839,lenovo q46 20v 2.25,PC,ELECTRONICS,0,700,1500,0,16,B,Main Shop,100,inventory,,,
184,4861,HP 250 FAN,PC,ELECTRONICS,0,1500,2500,0,16,B,Main Shop,100,inventory,,,
185,4949,DELL E6400 FAN,PC,ELECTRONICS,0,700,1000,0,16,B,Main Shop,100,inventory,,,
186,1840,lenovo q46 20v 2A USB SHAPE,PC,ELECTRONICS,0,2424.11617,2000,0,16,B,Main Shop,100,inventory,usb design,,
187,4862,HP 450 G1 DATA CABLE,PC,ELECTRONICS,0,700,700,0,16,B,Main Shop,100,inventory,,,
188,4869,19.5'' All IN ONE SCREEN,PC,ELECTRONICS,0,0,16000,0,16,B,Main Shop,100,inventory,hp 3520 screen,,
189,1841,MICROSOFT Q46 15V 1.6A,PC,ELECTRONICS,0,1162.58409,2500,0,16,B,Main Shop,100,inventory,6PINS,,
190,4863,HP 450 G3 FAN,PC,ELECTRONICS,0,480,1500,0,16,B,Main Shop,100,inventory,,,
191,4870,Dell e6430 Daughterboard,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,dell e6430 daughterboard,,
192,1842,MICROSOFT Q46 12V 2.58A,PC,ELECTRONICS,0,1023.09168,2000,0,16,B,Main Shop,100,inventory,PRO 3 PRO 4,,
193,4864,TOSHIBA C660 CASING,PC,ELECTRONICS,0,5100,10000,0,16,B,Main Shop,100,inventory,"TOSHIBA C660 CASING
TOSHIBA C660 A,B,C,D SHELL",,
194,4950,DELL N5110 FAN,PC,ELECTRONICS,0,377.27273,1000,0,16,B,Main Shop,100,inventory,,,
195,1843,SAMSUNG 19V 2.1A,PC,ELECTRONICS,0,589.8874,1500,0,16,B,Main Shop,100,inventory,3.0 1.0,,
196,4865,HP 250 MOTHERBOARD,PC,ELECTRONICS,0,17000,15000,0,16,B,Main Shop,100,inventory,"HP 250 COI3 MOTHERBOARD
HP 15 D MOTHERBOARD",,
197,4871,samsung x418 battery,PC,ELECTRONICS,0,800,2500,0,16,B,Main Shop,100,inventory,"x418,x420/np-x520",,
198,1844,ASUS Q46 19V 2.1A,PC,ELECTRONICS,0,500,800,0,16,B,Main Shop,100,inventory,,,
199,4866,HP 3520 3 IN 1 MOTHERBOARD,PC,ELECTRONICS,0,8000,11000,0,16,B,Main Shop,100,inventory,,,
200,4872,hp 3115m battery,PC,ELECTRONICS,0,1563.33333,2500,0,16,B,Main Shop,100,inventory,"tpn-q101,q102,q103",,
201,1845,LENOVO Q46 12V 3A,PC,ELECTRONICS,0,800,1500,0,16,B,Main Shop,100,inventory,,,
202,4873,APPLE A1281 BATTERY,PC,ELECTRONICS,0,3800,5500,0,16,B,Main Shop,100,inventory,,,
203,4896,asus s550 touch,PC,ELECTRONICS,0,4766.66667,10000,0,16,B,Main Shop,100,inventory,"asus s550 touch , X550 , S551 ,",,
204,4874,pc230,PC,ELECTRONICS,0,0,2500,0,16,B,Main Shop,100,inventory,"s30, m3s ,hy3",,
205,4875,TO3612 BATTERY,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,"SS RX1, A600, A601, A605, R500, R600",,
206,4951,DELL E5520 FAN,PC,ELECTRONICS,0,1500,2000,0,16,B,Main Shop,100,inventory,,,
207,4952,DELL N5010 FAN,PC,ELECTRONICS,0,374.54545,1000,0,16,B,Main Shop,100,inventory,,,
208,1847,ASAP 16.5V 3.65A 5PIN,PC,ELECTRONICS,0,1500,3000,0,16,B,Main Shop,100,inventory,,,
209,4876,PJ120 WHITE POWERBANK,PC,ELECTRONICS,0,800,2000,0,16,B,Main Shop,100,inventory,12000MAH,,
210,4877,PJ120 BLACK POWERBANK,PC,ELECTRONICS,0,800,2000,0,16,B,Main Shop,100,inventory,12000MAH,,
211,4897,toshiba c55 t-a touch,PC,ELECTRONICS,0,4073.6,10000,0,16,B,Main Shop,100,inventory,toshiba c55 t-a touch,,
212,4899,HP 15N TOUCH,PC,ELECTRONICS,0,1279.16667,12000,0,16,B,Main Shop,100,inventory,HP 15N TOUCH,,
213,4878,hp envy x2 11 - g003tu touch,PC,ELECTRONICS,0,3828,8000,0,16,B,Main Shop,100,inventory,hp envy x2 11 - g003tu 11.6 touch,,
214,4953,dell 11z fan,PC,ELECTRONICS,0,1000,1500,0,16,B,Main Shop,100,inventory,,,
215,4879,hp 15p touch,PC,ELECTRONICS,0,4088.8,12000,0,16,B,Main Shop,100,inventory,hp 15p touch,,
216,4900,LENOVO FLEX 2 -14,PC,ELECTRONICS,0,2816,7000,0,16,B,Main Shop,100,inventory,"LENOVO FLEX 2 -14 , 14.0 lenovo touch",,
