ID,Item Number,Item Name,UNIT,CATEGORY,REORDERQTY,Average Unit Cost,Regular Price,WHOLESALE,TAXRATE,TAX GROUP,LOCATION,qty,Item Type,Item Description,shelf,supplier
7246,11764,Dell Latitude 7490 i7 8th/8gb/2,PC,ELECTRONICS,0,20718.79,30000,0,16,B,Main Shop,100,inventory,Dell Latitude 7490 i7 8th/8gb/256gb touch screen,,
7247,11787,Iphone 11 Pro Max Midnight Gree,PC,ELECTRONICS,0,36518.8,48200,0,16,B,Main Shop,100,inventory,Iphone 11 Pro Max Midnight Green 256,,
7248,11796,Samsung S22 Ultra P/Black 128/8,PC,ELECTRONICS,0,45374.39,60000,0,16,B,Main Shop,100,inventory,Samsung S22 Ultra PhantomBlack 8/128,,
7249,11665,iphone 11 protector,PC,ELECTRONICS,0,100,250,0,16,B,Main Shop,100,inventory,iphone 11 protector,,
7250,11691,Iphone 12 Pro 256gb Gold,PC,ELECTRONICS,0,43624.38,61000,0,16,B,Main Shop,100,inventory,Iphone 12 Pro 256gb Gold refurb phone,,
7251,11703,Lenovo Thinkpad X1 Tablet 8th g,PC,ELECTRONICS,0,32000,0,0,16,B,Main Shop,100,inventory,Lenovo Thinkpad X1 Tablet 8th gen i7 16/512,,
7252,11719,Lenovo X360 Touchpad,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Lenovo X360 Touchpad,,
7253,11738,Bluetooth Dongle 2.0 adapter,PC,ELECTRONICS,0,205.85,350,0,16,B,Main Shop,100,inventory,Bluetooth Dongle 2.0 adapter,,
7254,11765,Dell Latitude 5400 i5 8th/8gb/2,PC,ELECTRONICS,0,16468.11,28000,0,16,B,Main Shop,100,inventory,Dell Latitude 5400 i5 8th/8gb/256gb touch screen,,
7255,11788,Iphone 11 Pro Max Silver 512,PC,ELECTRONICS,0,38785.87,51500,0,16,B,Main Shop,100,inventory,Iphone 11 Pro Max Silver 512,,
7256,11797,Samsung Z Fold 4 512 Graygreen,PC,ELECTRONICS,0,63263.52667,85580,0,16,B,Main Shop,100,inventory,Samsung Galaxy Z Fold 4 gray green 12/512,,
7257,11558,Lenovo Thinkpad E14 Gen 5 Lapto,PC,ELECTRONICS,0,106000,0,0,16,B,Main Shop,100,inventory,Lenovo Thinkpad E14 Gen 5  16/512 i7 13th gen laptop,,
7258,11575,Ubiquiti U7 Pro,PC,ELECTRONICS,0,33000,0,0,16,B,Main Shop,100,inventory,Ubiquiti U7 Pro,,
7259,11607,Iphone 13 Pro 256 Gold,PC,ELECTRONICS,0,51945.86,71000,0,16,B,Main Shop,100,inventory,Iphone 13 Pro 256 Gold refurb phone,,
7260,11644,HIKSEMI 1024GB SSD EXTERNAL,PC,ELECTRONICS,0,7500,10000,0,16,B,Main Shop,100,inventory,HIKSEMI 1024GB SSD EXTERNAL,,
7261,11666,HP AIO 27-cr1004nh Ultra 7 155u,PC,ELECTRONICS,0,111400,135000,0,16,B,Main Shop,100,inventory,HP AIO 27-cr1004nh pc Ultra 7 155u 16gb ddr5 5600 nvm m.2 512ssd FHD,,
7262,11692,Samsung Z Fold 3 phantom black,PC,ELECTRONICS,0,51584.77,65000,0,16,B,Main Shop,100,inventory,Samsung Galaxy Fold 3 phantom black 12/256gb refurb phone,,
7263,11704,Iphone 7/8 silicone case,PC,ELECTRONICS,0,1500,800,0,16,B,Main Shop,100,inventory,Iphone 7/8 silicone case,,
7264,11720,Lenovo T480s Touchpad,PC,ELECTRONICS,0,2000,0,0,16,B,Main Shop,100,inventory,Lenovo T480s Touchpad,,
7265,11576,Hp Spectre 14-eu0023dx  Laptop,PC,ELECTRONICS,0,178000,0,0,16,B,Main Shop,100,inventory,Hp Spectre 14-eu0023dx Laptop X360 2-1 Ultra 7 155h processor 16gb ddr5 on board/1TB 14'' Finger print reader win 11,,
7266,11608,Iphone 13 Pro 256 Graphite,PC,ELECTRONICS,0,54341.25,71000,0,16,B,Main Shop,100,inventory,Iphone 13 Pro 256 Graphite refurb phone,,
7267,11645,NE156QHM-NY6 SCREEN,PC,ELECTRONICS,0,9869,14000,0,16,B,Main Shop,100,inventory,LP156QHG SP P2/ NE156QHM-NY6 SCREEN,,
7268,11667,Asus C41N2102 G2301 battery,PC,ELECTRONICS,0,3933,6000,0,16,B,Main Shop,100,inventory,Asus C41N2102 G2301 battery,,
7269,11693,Samsung Z Fold 3 phantom silver,PC,ELECTRONICS,0,51584.77,65000,0,16,B,Main Shop,100,inventory,Samsung Fold 3 phantom silver 12/256gb refurb phone,,
7270,11705,Iphone 13 Pro silicon case,PC,ELECTRONICS,0,400,800,0,16,B,Main Shop,100,inventory,Iphone 13 Pro silicon case,,
7271,11721,Lenovo L20M3PF0 Ideapad 3 batte,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Lenovo L20M3PF0 Ideapad 3 battery,,
7272,11739,Logitech M196 BT Off-White mous,PC,ELECTRONICS,0,1324.45,1800,0,16,B,Main Shop,100,inventory,Logitech M196 Bluetooth Off-White mouse,,
7273,11577,HP AIO CI7 8/512 23.8 FHD,PC,ELECTRONICS,0,110200,0,0,16,B,Main Shop,100,inventory,HP AIO CI7 8/512 23.8 FHD 24-cr0277nh 13th gen 8gb ddr4 3200,,
7274,11609,Iphone 13 128 Green,PC,ELECTRONICS,0,37525.06,50400,0,16,B,Main Shop,100,inventory,Iphone 13 128 Green refurb phone,,
7275,11646,HP SPECTRE 13 AW CI7 M/BOARD,PC,ELECTRONICS,0,7838,15000,0,16,B,Main Shop,100,inventory,HP SPECTRE 13 AW CI7 M/BOARD,,
7276,11668,Asus C41N2009/ X13 ORG Battery,PC,ELECTRONICS,0,3933,6000,0,16,B,Main Shop,100,inventory,Asus C41N2009/ X13 ORG Battery,,
7277,11694,Samsung Z Fold 4 256 Graygreen,PC,ELECTRONICS,0,62211.47,83000,0,16,B,Main Shop,100,inventory,Samsung Galaxy Fold 4 Graygreen 12/256gb refurb phone,,
7278,11706,Iphone 7 pro screen protector,PC,ELECTRONICS,0,250,0,0,16,B,Main Shop,100,inventory,Iphone 7 pro screen OG Black protector,,
7279,11722,Kingstone 512 m.2 ssd,PC,ELECTRONICS,0,4500,0,0,16,B,Main Shop,100,inventory,Kingstone 512 m.2 ssd,,
7280,11740,Logitech G335 wired gaming H/se,PC,ELECTRONICS,0,6368.45,8820,0,16,B,Main Shop,100,inventory,Logitech G335 wired gaming Headset-black,,
7281,11801,884R3EA#BH5 HP 440 G9 AIO,PC,ELECTRONICS,0,109237.2,0,0,16,B,Main Shop,100,inventory,884R3EA#BH5 HP ProOne 440 G9 AIO i5 13500T 8/512 Adjustable stand 125 blkkbd/125mouse realtek 8852BE Wifi,,
7282,11804,Iphone 14 ProMax 256 spaceblack,PC,ELECTRONICS,0,73199.26,97000,0,16,B,Main Shop,100,inventory,Iphone 14 ProMax 256 spaceblack refurb phone,,
7283,11823,Canon C3326 Black Toner,PC,ELECTRONICS,0,17000,0,0,16,B,Main Shop,100,inventory,Canon C3326 Black Toner,,
7284,11826,782H9EA#BH5 HP 24-cb1152nh AIO,PC,ELECTRONICS,0,82000,0,0,16,B,Main Shop,100,inventory,782H9EA#BH5 HP 24-cb1152nh AIO,,
7285,11848,HP 440 G11 CU7 155u 8/512,PC,ELECTRONICS,0,110200,0,0,16,B,Main Shop,100,inventory,"Intel® Core™ Ultra 7 155U (up to 4.8 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 thread",,
7286,11875,Redmi Note 14 Pro 8/256 Mid.Bla,PC,ELECTRONICS,0,31300,36000,0,16,B,Main Shop,100,inventory,Redmi Note 14 8gb/256gb midnight Black,,
7287,11906,Iphone X 256 Space gray,PC,ELECTRONICS,0,17491.20762,25000,0,16,B,Main Shop,100,inventory,Iphone X 256 Space gray,,
7288,11924,Samsung Z Fold 5 Phone cover,PC,ELECTRONICS,0,2300,3500,0,16,B,Main Shop,100,inventory,Samsung Z Fold 5 Phone cover,,
7289,11695,Samsung Z Fold 4 256 Beige,PC,ELECTRONICS,0,62211.47,83000,0,16,B,Main Shop,100,inventory,Samsung Galaxy Z Fold 4 Beige 12/256GB Refurb phone,,
7290,11707,Samsung A71 screen protector,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Samsung A71 screen protector,,
7291,11723,HP M32F FHD IPS Monitor,PC,ELECTRONICS,0,32500,0,0,16,B,Main Shop,100,inventory,HP M32F FHD IPS Monitor,,
7292,11741,Logitech G435 wireless gaming h,PC,ELECTRONICS,0,7798.45,10800,0,16,B,Main Shop,100,inventory,Logitech G435 wireless gaming headset black,,
7293,11766,HP Elitebook x360 11-G2 i7 7th,PC,ELECTRONICS,0,31345.49,45000,0,16,B,Main Shop,100,inventory,HP Elitebook x360 11-G2 i7 7th/16gb/512gb,,
7294,11789,Samsung S24 FE Phantom Black 8/,PC,ELECTRONICS,0,45728.61,60500,0,16,B,Main Shop,100,inventory,Samsung S24 FE Phantom Black 8/128,,
7295,11798,Samsung Z Fold 4 512 P/Black,PC,ELECTRONICS,0,61827.76,85580,0,16,B,Main Shop,100,inventory,Samsung Z Fold 4 Phantom Black 12/512,,
7296,11802,Canon printer head,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Canon printer head,,
7297,11696,Samsung Z Fold 5 Phantom black,PC,ELECTRONICS,0,98619.31,118500,0,16,B,Main Shop,100,inventory,Samsung Galaxy 5 Fold 5 Phantom black 12/256gb refurb phone,,
7298,11708,Iphone 13 Cover,PC,ELECTRONICS,0,450,1200,0,16,B,Main Shop,100,inventory,Iphone 13 cover,,
7299,11724,Lenovo Yoga c930-131kb Battery,PC,ELECTRONICS,0,4500,0,0,16,B,Main Shop,100,inventory,Lenovo Yoga c930-131kb Battery-l17c4phi,,
7300,11742,Logitech Zone 300 wireless h/se,PC,ELECTRONICS,0,7798.45,10800,0,16,B,Main Shop,100,inventory,Logitech Zone 300 wireless headset-black,,
7301,11767,Lenovo Thinkpad X250 i5 6th/8gb,PC,ELECTRONICS,0,9560.75,18000,0,16,B,Main Shop,100,inventory,Lenovo Thinkpad X250 i5 6th/8gb/256gb ssd,,
7302,11790,Samsung S24 FE Green  8/128,PC,ELECTRONICS,0,45728.61,60500,0,16,B,Main Shop,100,inventory,Samsung S24 FE Green  8/128,,
7303,11799,Canon selphy CP1500 Photo print,PC,ELECTRONICS,0,15000,0,0,16,B,Main Shop,100,inventory,Canon selphy CP1500 Photo printer,,
7304,11578,Samsung Chrome Plus  (XE521QAB,PC,ELECTRONICS,0,9330.33,15000,0,16,B,Main Shop,100,inventory,"Samsung Chrome Plus 2018  ((XE521QAB)Intel Rockchip RK3399 ARM Cortex A72 dual core @ 2 GHz, 12.3"" 24, 4GB Memory, 32 GB eMMC Storage,  5140  mAh ( 9 hours ) Battery,  1.08 kg, Expansion ( MicroSD Card Reader), Wi-Fi 802.11ac, Bluetooth 4.1, HD Camera, Ports (3.5mm Headset Jack x 1, USB 3.0 Type C x 2), Input (Active Stylus Pen compatible) Color - Gray",,
7305,11610,Iphone 13 128gb Pink,PC,ELECTRONICS,0,37769.35667,50400,0,16,B,Main Shop,100,inventory,Iphone 13 128gb Pink refurb phone,,
7306,11647,MS-16K5 CI7 MSI MODEL M/BOARD,PC,ELECTRONICS,0,23389,30000,0,16,B,Main Shop,100,inventory,MS-16K5 CI7 MSI MODEL MOTHERBOARD,,
7307,11669,asus C41N1904 UX325 org Battery,PC,ELECTRONICS,0,2367,4500,0,16,B,Main Shop,100,inventory,asus C41N1904 UX325 org Battery,,
7308,11725,HP P24q G4 23.8 QHD Monitor,PC,ELECTRONICS,0,20000,28000,0,16,B,Main Shop,100,inventory,HP P24q G4 23.8 QHD Monitor,,
7309,11743,Logitech M350s Pebble graphite,PC,ELECTRONICS,0,2296.14373,3500,0,16,B,Main Shop,100,inventory,Logitech M350s Pebble mouse 2 graphite,,
7310,11768,HP Elitebook 1030 G3 i5 8th/8gb,PC,ELECTRONICS,0,28157.48,40000,0,16,B,Main Shop,100,inventory,HP Elitebook 1030 G3 i5 8th/8gb/256gb ssd,,
7311,11791,Samsung S23 Ultra Pink 8/256,PC,ELECTRONICS,0,70170.03,81000,0,16,B,Main Shop,100,inventory,Samsung S23 Ultra Pink 8/256,,
7312,11579,Samsung Chrome Plus  (XE513C24,PC,ELECTRONICS,0,8421.27667,15000,0,16,B,Main Shop,100,inventory,"Samsung Chrome Plus 2017 (XE513C24 Intel® Celeron® 3965Y , 12.2"" LED 1920 x 1200 IPS touchscreen 360° hinge Gorilla Glass, 4GB Memory, 32 GB eMMC Storage,  5140  mAh ( 9 hours ) Batter),Expansion( MicroSD Card Reader), (Active Stylus Pen compatible),",,
7313,11611,Iphone 12 Pro Max 512gb pacific,PC,ELECTRONICS,0,49412.57,66900,0,16,B,Main Shop,100,inventory,Iphone 12 Pro Max 512gb pacific blue refurb phone,,
7314,11648,HP SPECTRE 13 AW CI7 M/BOARD,PC,ELECTRONICS,0,27078,35000,0,16,B,Main Shop,100,inventory,HP SPECTRE 13 AW CI7 M/BOARD,,
7315,11671,Lenovo Yoga gen 4 Battery,PC,ELECTRONICS,0,3023,8500,0,16,B,Main Shop,100,inventory,Lenovo L18M4P72/ L18C4P71 yoga gen 4/5/6 org Battey,,
7316,11726,Lenovo Thinkpad E16 Gen 1 i7/8g,PC,ELECTRONICS,0,95000,0,0,16,B,Main Shop,100,inventory,Lenovo Thinkpad E16 Gen 1 intel core i7 1355u/8gb ram/512gb ssd drive,,
7317,11744,Logitech M350s Pebble Tonal ros,PC,ELECTRONICS,0,2420.17724,3500,0,16,B,Main Shop,100,inventory,Logitech M350s Pebble mouse 2 Tonal Rose,,
7318,11769,HP Elitebook 830 G8 i7 11th/16g,PC,ELECTRONICS,0,37721.52,50000,0,16,B,Main Shop,100,inventory,HP Elitebook 830 G8 i7 11th/16gb/512gb win 11,,
7319,11792,Samsung S23 FE Phantom Black 8/,PC,ELECTRONICS,0,40415.26,53500,0,16,B,Main Shop,100,inventory,Samsung S23 FE Phantom Black 8/128,,
7320,11580,Samsung Chrome Pro(XE510C25),PC,ELECTRONICS,0,9330.33,15000,0,16,B,Main Shop,100,inventory,"Samsung Chromebook Pro 2018 (XE510C25) Intel Core m3-6Y30 Skylake dual core @ 2.3 GHz(1.1 - 2.7 GHz),  12.3"" 2400x1600 (3:2) Glossy IPS touchscreen 360° hinge Gorilla Glass, 4GB Memory, 32 GB eMMC Storage,  5140  mAh ( 9 hours ) Battery,  1.08 kg, Expansion ( MicroSD Card Reader), Wi-Fi 802.11ac, Bluetooth 4.1, HD Camera, Ports (3.5mm Headset Jack x 1, USB 3.0 Type C x 2), Input (Backlit Keyboard, Active Stylus Pen compatible) Color - Black",,
7321,11612,Iphone 12 Pro Max 512gb Gold,PC,ELECTRONICS,0,49412.57,66900,0,16,B,Main Shop,100,inventory,Iphone 12 Pro Max 512gb Gold refurb phone,,
7322,11649,HP 14-DY CAMERA,PC,ELECTRONICS,0,2849,3500,0,16,B,Main Shop,100,inventory,HP 14-DY CAMERA,,
7323,11727,Lenovo Ideapad Slim 3 Ryzen 7,PC,ELECTRONICS,0,73000,0,0,16,B,Main Shop,100,inventory,Lenovo Ideapad Slim 3 15ABR8 Amd Ryzen 7 7730u 16gb/512ssd GPU Intergrated 15.6 FHD Win 11,,
7324,11745,Logitech Brio 300 Webcam,PC,ELECTRONICS,0,6758.45,9500,0,16,B,Main Shop,100,inventory,Logitech Brio 300 Webcam,,
7325,11770,Hp Elitebook 830 g8 i7 X360 11t,PC,ELECTRONICS,0,42328.42,52000,0,16,B,Main Shop,100,inventory,HP Elitebook 830 G8 i7 11th X360 touchscreen 16gb/512gb ssd,,
7326,11793,Samsung S23 FE White 8/128,PC,ELECTRONICS,0,40415.26,53500,0,16,B,Main Shop,100,inventory,Samsung S23 FE White 8/128,,
7327,11728,"21LB000CUE Lenovo L13,U7-155U",PC,ELECTRONICS,0,1479,0,0,16,B,Main Shop,100,inventory,"21LB000CUE Lenovo L13,U7-155U16GB Base DDR5,512GB SSD M.2 2280 TLC G4,Integrated,Win 11 Pro 64,13.3"" WUXGA AG 300nits,FHD IR Cam,Intel AX211 2x2AX 6E+BT,WWAN Upgradability,No Wired Ethernet,N-SCR,Y-FPR,4 Cell 46Whr,65W USB-C 3PIN-UK,BKLT KB UK-ENG,3Y Carry-in-HB Laptop",,
7328,11746,Air Duster Giga 630,PC,ELECTRONICS,0,418.97,1000,0,16,B,Main Shop,100,inventory,Air Duster Giga 630,,
7329,11771,Dell Latitude 5400 i5 8th/8gb/,PC,ELECTRONICS,0,16468.11,28000,0,16,B,Main Shop,100,inventory,Dell Latitude 5400 i5 8th/8gb/ 256gb non-touch,,
7330,11803,Oraimo type c to c charger,PC,ELECTRONICS,0,1300,0,0,16,B,Main Shop,100,inventory,Oraimo type c to c charger powergan 33 pro,,
7331,11805,Iphone 14 Pro 256 Purple,PC,ELECTRONICS,0,64343.68,85000,0,16,B,Main Shop,100,inventory,Iphone 14 Pro 256 deepPurple,,
7332,11824,Canon C3326 Magenta Toner,PC,ELECTRONICS,0,23000,0,0,16,B,Main Shop,100,inventory,Canon C3326 Magenta Toner,,
7333,11827,Hp ProBook 460 G11 Ultra 5 lapt,PC,ELECTRONICS,0,83520,0,0,16,B,Main Shop,100,inventory,Hp ProBook 460 G11 Ultra 5 laptop 8/512,,
7334,11729,Crucial 16gb DDR5 4800 Ram,PC,ELECTRONICS,0,4800,0,0,16,B,Main Shop,100,inventory,Crucial 16gb DDR5 4800 Laptop ram,,
7335,11747,Dell Optiplex 3040 i5/8gb/500gb,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Dell Optiplex 3040 i5/8gb/500gb,,
7336,11772,HP Chrome X360 14b-cb 8gb/128,PC,ELECTRONICS,0,18239.23,28000,0,16,B,Main Shop,100,inventory,,,
7337,11806,Iphone 14 128gb Starlight,PC,ELECTRONICS,0,45340.6,65000,0,16,B,Main Shop,100,inventory,Iphone 14 128gb Starlight refurb phone,,
7338,11825,Canon C3326 Yellow Toner,PC,ELECTRONICS,0,23000,0,0,16,B,Main Shop,100,inventory,Canon C3326 Yellow Toner,,
7339,11828,Samsung S20+ 5g 12/128 Black,PC,ELECTRONICS,0,20029.39,28000,0,16,B,Main Shop,100,inventory,Samsung S20+ 5g 12/128  majestic Black,,
7340,11849,Samsung Flip 5/6 phone cover,PC,ELECTRONICS,0,2000,3500,0,16,B,Main Shop,100,inventory,Samsung Flip 5/6 phone cover,,
7341,11876,Redmi Note 14 8/256 Mid.Bl,PC,ELECTRONICS,0,23700,27000,0,16,B,Main Shop,100,inventory,Redmi Note 14  8gb/256gb midnight Black,,
7342,11730,HP Spectre x360 14-eu0037 Lapto,PC,ELECTRONICS,0,208000,0,0,16,B,Main Shop,100,inventory,HP Spectre x360 14-eu0037 Ultra 7 155H 2-in-1 2TB/32gb ddr5 win11 14'' 2.8k oled touchscreen,,
7343,11748,LQ156N1JW01 Screen,PC,ELECTRONICS,0,9873,14000,0,16,B,Main Shop,100,inventory,LQ156N1JW01 Screen,,
7344,11773,Asus C/book Flip C436FA,PC,ELECTRONICS,0,18239.23,28000,0,16,B,Main Shop,100,inventory,Asus C/book Flip C436FA i5/10th/8gb/128gb,,
7345,11807,Iphone 13 ProMax 512 Green,PC,ELECTRONICS,0,60039.28,80000,0,16,B,Main Shop,100,inventory,Iphone 13 ProMax 512 Alpine Green refurb phone,,
7346,11829,Samsung S22 Ultra 256 Burgundy,PC,ELECTRONICS,0,54341.25,71000,0,16,B,Main Shop,100,inventory,Samsung S22 Ultra 256 Burgundy,,
7347,11850,Asus G513qm-1f LCD C Casing,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Asus G513qm-1f LCD C Casing 90NR0572-R7B011,,
7348,11877,Redmi A3X 3/64gb Midnight Black,PC,ELECTRONICS,0,8000,9500,0,16,B,Main Shop,100,inventory,Redmi A3X 3gb/64gb Midnight Black,,
7349,11907,Hp Elitebook 840 G6 Ci7 16/512,PC,ELECTRONICS,0,38000,45000,0,16,B,Main Shop,100,inventory,Hp Elitebook 840 G6 Ci7 8th gen 16/512ssd 2gb graphics,,
7350,11613,Iphone 12 Pro 256gb Graphite,PC,ELECTRONICS,0,46290.7,61000,0,16,B,Main Shop,100,inventory,Iphone 12 Pro 256gb Graphite refurb phone,,
7351,11650,HP 840 G5 40PIN NARROW SCREEN,PC,ELECTRONICS,0,7529,14000,0,16,B,Main Shop,100,inventory,HP 840 G5 40PIN NARROW SCREEN,,
7352,11731,Hp 110W Type C Charger,PC,ELECTRONICS,0,6293,8000,0,16,B,Main Shop,100,inventory,Hp 110W  Type C Charger (TPN-DA24),,
7353,11749,HP 15 eg i5 motherboard,PC,ELECTRONICS,0,21833,25000,0,16,B,Main Shop,100,inventory,HP 15 eg i5 motherboard,,
7354,11774,Hp Elite Dragonfly chromebook,PC,ELECTRONICS,0,18239.23,28000,0,16,B,Main Shop,100,inventory,Hp Elite Dragonfly chromebook i5 12th/16gb/256gb,,
7355,11808,Iphone 12 ProMax 256gb Gold,PC,ELECTRONICS,0,49026.02655,63000,0,16,B,Main Shop,100,inventory,Iphone 12 ProMax 256gb Gold refurb phone,,
7356,11614,Iphone 12 Pro 256gb Silver,PC,ELECTRONICS,0,44513.15333,61000,0,16,B,Main Shop,100,inventory,Iphone 12 Pro 256gb Silver refurb phone,,
7357,11651,HP 430 G7 CI7 MOTHERBOARD,PC,ELECTRONICS,0,15979,25000,0,16,B,Main Shop,100,inventory,HP 430 G7 CI7 MOTHERBOARD,,
7358,11732,HP Probook 430 G8 UK Keyboard,PC,ELECTRONICS,0,2263,3500,0,16,B,Main Shop,100,inventory,HP Probook 430 G8 UK Keyboard,,
7359,11750,Hp 1040 g7 touch screen 30pin,PC,ELECTRONICS,0,12603,16000,0,16,B,Main Shop,100,inventory,Hp 1040 g7 touch screen 30pin,,
7360,11775,Google Pixelbook COA i7 7th 16g,PC,ELECTRONICS,0,9383.64,18000,0,16,B,Main Shop,100,inventory,Google Pixelbook COA i7 7th 16gb/512gb ssd,,
7361,11809,Iphone 12 ProMax 256gb Silver,PC,ELECTRONICS,0,47456.94,63000,0,16,B,Main Shop,100,inventory,Iphone 12 ProMax 256gb Silver refurb phone,,
7362,11615,Iphone 11 Pro Max 256gb Gold,PC,ELECTRONICS,0,36518.8,48200,0,16,B,Main Shop,100,inventory,Iphone 11 Pro Max 256gb Gold refurb phone,,
7363,11652,HP 450 G7 I5 MOTHERBOARD,PC,ELECTRONICS,0,21049,28000,0,16,B,Main Shop,100,inventory,HP 450 G7 I5 MOTHERBOARD,,
7364,11675,Lenovo L22X3PF2 Battery,PC,ELECTRONICS,0,2978,4500,0,16,B,Main Shop,100,inventory,Lenovo L22X3PF2/ L22B3PF2/ V14/ V15 Battery Org,,
7365,11733,Lenovo ThinkPad E14 Gen 5 i5,PC,ELECTRONICS,0,92500,0,0,16,B,Main Shop,100,inventory,Lenovo ThinkPad E14 Gen 5 i5 8gb/512 ssd laptop,,
7366,11751,Dell Inspiron 15 7573 fan,PC,ELECTRONICS,0,2008,3500,0,16,B,Main Shop,100,inventory,Dell Inspiron 15 7573 fan,,
7367,11776,HP Chromebook C640 i510th/8gb,PC,ELECTRONICS,0,18239.23,28000,0,16,B,Main Shop,100,inventory,HP Chromebook C640 i510th/8gb/64gb,,
7368,11810,Iphone 12 ProMax 256gb Graphite,PC,ELECTRONICS,0,47875.36308,63000,0,16,B,Main Shop,100,inventory,Iphone 12 ProMax 256gb Graphite refurb phone,,
7369,11616,Iphone 11 Pro Max 256gb Space,PC,ELECTRONICS,0,33873.59,46000,0,16,B,Main Shop,100,inventory,Iphone 11 Pro Max 256gb Space gray refurb phone,,
7370,11752,Lenovo G27qc-30 curved Monitor,PC,ELECTRONICS,0,37000,0,0,16,B,Main Shop,100,inventory,Lenovo G27qc-30 curved Monitor 27'' lcd,,
7371,11777,Asus chrome flip C302C M3/4gb,PC,ELECTRONICS,0,9383.64,18000,0,16,B,Main Shop,100,inventory,Asus chrome flip C302C M3-6y30 /4gb/64gb,,
7372,11811,Iphone 11 128gb white,PC,ELECTRONICS,0,26405.41,36000,0,16,B,Main Shop,100,inventory,Iphone 11 128gb white,,
7373,11830,Samsung S22 Ultra 256 p/black,PC,ELECTRONICS,0,54341.25,71000,0,16,B,Main Shop,100,inventory,Samsung S22 Ultra 5g 12/256 p/black,,
7374,11851,Iphone 14 Pro phone cover,PC,ELECTRONICS,0,866.66667,1500,0,16,B,Main Shop,100,inventory,Iphone 14 Pro phone cover,,
7375,11878,Redmi Note 14 6/128gb ocean Blu,PC,ELECTRONICS,0,19900,23000,0,16,B,Main Shop,100,inventory,Redmi Note 14 6gb/128gb Oceam Blue,,
7376,11908,Epson HA86B Projector,PC,ELECTRONICS,0,40000,0,0,16,B,Main Shop,100,inventory,Epson HA86B CO-W01 EEB Projector,,
7377,11617,Iphone 11 Pro 256gb Space gray,PC,ELECTRONICS,0,31077.37,41200,0,16,B,Main Shop,100,inventory,Iphone 11 Pro 256gb Space gray refurb phone,,
7378,11753,Lenovo Yoga 7 14IAL7 i7 Laptop,PC,ELECTRONICS,0,115000,0,0,16,B,Main Shop,100,inventory,Lenovo Yoga 7 14IAL7 i7 Laptop 1255u 16/512 win 11 14' touch,,
7379,11778,Asus chrome flip C302C M7/16gb/,PC,ELECTRONICS,0,18239.23,28000,0,16,B,Main Shop,100,inventory,Asus chrome flip C302C M7-6y75 /16gb/64gb,,
7380,11812,Iphone 11 128gb green,PC,ELECTRONICS,0,26405.41,36000,0,16,B,Main Shop,100,inventory,Iphone 11 128gb green refurb phone,,
7381,11831,Samsung S22 Ultra 256 Green,PC,ELECTRONICS,0,54341.25,71000,0,16,B,Main Shop,100,inventory,Samsung S22 Ultra 5g  12/256 Green,,
7382,11852,Samsung S22 Ultra privacy prote,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Samsung S22 Ultra privacy screen protector,,
7383,11879,Samsung Tab A9+  8/128 Silver,PC,ELECTRONICS,0,26200,31000,0,16,B,Main Shop,100,inventory,Samsung Galaxy A9+ 8gb/128gb,,
7384,11909,Epson CW-01 Projector,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Epson CW-01 Projector 3LCD Technology 3000 Lumens,,
7385,11618,Iphone 11 Pro 256gb Gold,PC,ELECTRONICS,0,32630.20916,43500,0,16,B,Main Shop,100,inventory,Iphone 11 Pro 256gb Gold refurb phone,,
7386,11754,Lenovo T14 Gen 4/L21M4P71 Batte,PC,ELECTRONICS,0,4500,0,0,16,B,Main Shop,100,inventory,Lenovo T14 Gen 4 L21M4P71 Battery,,
7387,11779,Google Pixel Go i5 8th/16gb/12,PC,ELECTRONICS,0,18239.23,28000,0,16,B,Main Shop,100,inventory,Google Pixel Go i5 8th/16gb/128gb,,
7388,11813,Samsung Galaxy Z Flip 5 Green,PC,ELECTRONICS,0,44986.38,59500,0,16,B,Main Shop,100,inventory,Samsung Galaxy Z Flip 5 8gb/512 Green refueb phone,,
7389,11832,Samsung S23 Ultra 256 P/black,PC,ELECTRONICS,0,61238.4287,81000,0,16,B,Main Shop,100,inventory,Samsung S23 Ultra 5g 12/256 P/black,,
7390,11853,Samsung S22 Ultra phone cover,PC,ELECTRONICS,0,450,1000,0,16,B,Main Shop,100,inventory,Samsung S22 Ultra phone protective cover,,
7391,11881,Hp Spectre 14-ef0013dx 40 pin,PC,ELECTRONICS,0,21098,28000,0,16,B,Main Shop,100,inventory,Hp Spectre 14-ef0013dx 40 pin screen+cable+digitizer,,
7392,11910,Samsung S24 Silicon cover,PC,ELECTRONICS,0,300,800,0,16,B,Main Shop,100,inventory,Samsung S24 Silicon phone cover,,
